w201912161530:1815.8365478515625, 201912161535:1819.7308959960938, 201912161540:1823.625244140625, 201912161545:1827.5195617675781, 201912161550:1831.4139099121094, 201912161555:1835.3082580566406, 201912161600:1865.1818542480469, 201912161605:1869.076171875, 201912161610:1872.9705200195312, 201912161615:1876.8648681640625, 201912161620:1880.7592163085938, 201912161625:1884.653564453125,
202001052135:2568.5259399414062, 202001052140:2573.6406860351562, 202001052145:2578.7554626464844, 202001052150:2583.8702087402344, 202001052155:2588.9849853515625, 202001052200:2612.4050903320312, 202001052205:2617.5198364257812, 202001052210:2622.6346130371094, 202001052215:2627.7493591308594, 202001052220:2632.8641357421875, 202001052225:2637.9788818359375, 202001052230:2643.0936584472656, 
202001052140:2573.951629638672, 202001052145:2579.4133911132812, 202001052150:2584.8751831054688, 202001052155:2590.336944580078, 202001052200:2610.1600952148438, 202001052205:2615.621856689453, 202001052210:2621.0836181640625, 202001052215:2626.54541015625, 202001052220:2632.0071716308594, 202001052225:2637.468963623047, 202001052230:2642.9307250976562, 202001052235:2648.3924865722656, 
202001052145:2572.821502685547, 202001052150:2577.6273193359375, 202001052155:2582.433135986328, 202001052200:2608.8026733398438, 202001052205:2613.6084899902344, 202001052210:2618.414306640625, 202001052215:2623.2201232910156, 202001052220:2628.0259399414062, 202001052225:2632.831756591797, 202001052230:2637.6375732421875, 202001052235:2642.443389892578, 202001052240:2647.2492065429688, 
202001052150:2572.1807250976562, 202001052155:2576.986785888672, 202001052200:2603.7510986328125, 202001052205:2608.557159423828, 202001052210:2613.3632202148438, 202001052215:2618.1692810058594, 202001052220:2622.975341796875, 202001052225:2627.7814025878906, 202001052230:2632.5874633789062, 202001052235:2637.393524169922, 202001052240:2642.1995849609375, 202001052245:2647.005645751953, 
202001052155:2584.4381103515625, 202001052200:2607.4134216308594, 202001052205:2612.606170654297, 202001052210:2617.7989196777344, 202001052215:2622.991668701172, 202001052220:2628.1844177246094, 202001052225:2633.377166748047, 202001052230:2638.5699157714844, 202001052235:2643.762664794922, 202001052240:2648.9554138183594, 202001052245:2654.148162841797, 202001052250:2659.3409118652344, 
202001052200:2602.777099609375, 202001052205:2608.433624267578, 202001052210:2614.0901794433594, 202001052215:2619.7467041015625, 202001052220:2625.4032592773438, 202001052225:2631.059783935547, 202001052230:2636.716339111328, 202001052235:2642.3728637695312, 202001052240:2648.0294189453125, 202001052245:2653.6859436035156, 202001052250:2659.342498779297, 202001052255:2664.9990234375, 
202001052205:2622.9188842773438, 202001052210:2626.805389404297, 202001052215:2630.69189453125, 202001052220:2634.578399658203, 202001052225:2638.4649047851562, 202001052230:2642.3514099121094, 202001052235:2646.2379150390625, 202001052240:2650.1243896484375, 202001052245:2654.0108947753906, 202001052250:2657.8973999023438, 202001052255:2661.783905029297, 202001052300:2698.9952392578125, 
202001052210:2604.616943359375, 202001052215:2610.7108154296875, 202001052220:2616.804718017578, 202001052225:2622.8986206054688, 202001052230:2628.9924926757812, 202001052235:2635.086395263672, 202001052240:2641.1802673339844, 202001052245:2647.274169921875, 202001052250:2653.3680725097656, 202001052255:2659.461944580078, 202001052300:2671.527313232422, 202001052305:2677.6211853027344, 
202001052215:2627.1830444335938, 202001052220:2632.3192749023438, 202001052225:2637.4555053710938, 202001052230:2642.5917358398438, 202001052235:2647.7279663085938, 202001052240:2652.8641967773438, 202001052245:2658.0004272460938, 202001052250:2663.1366577148438, 202001052255:2668.272918701172, 202001052300:2691.9824829101562, 202001052305:2697.1187133789062, 202001052310:2702.2549438476562, 
202001052220:2640.8946838378906, 202001052225:2645.6697387695312, 202001052230:2650.44482421875, 202001052235:2655.2199096679688, 202001052240:2659.9949645996094, 202001052245:2664.770050048828, 202001052250:2669.5451049804688, 202001052255:2674.3201904296875, 202001052300:2702.0113830566406, 202001052305:2706.7864379882812, 202001052310:2711.5615234375, 202001052315:2716.3365783691406, 
202001052225:2643.4447021484375, 202001052230:2647.4378051757812, 202001052235:2651.430908203125, 202001052240:2655.424041748047, 202001052245:2659.4171447753906, 202001052250:2663.4102478027344, 202001052255:2667.403350830078, 202001052300:2703.3203735351562, 202001052305:2707.313507080078, 202001052310:2711.306610107422, 202001052315:2715.2997131347656, 202001052320:2719.2928161621094, 
202001052230:2636.7481994628906, 202001052235:2641.42431640625, 202001052240:2646.1004028320312, 202001052245:2650.7764892578125, 202001052250:2655.4525756835938, 202001052255:2660.128662109375, 202001052300:2688.6985778808594, 202001052305:2693.3746643066406, 202001052310:2698.050750732422, 202001052315:2702.726837158203, 202001052320:2707.4029235839844, 202001052325:2712.0790100097656, 
202001052235:2635.0274963378906, 202001052240:2640.8471069335938, 202001052245:2646.666717529297, 202001052250:2652.486328125, 202001052255:2658.305938720703, 202001052300:2673.733642578125, 202001052305:2679.553253173828, 202001052310:2685.3728637695312, 202001052315:2691.1924743652344, 202001052320:2697.0120849609375, 202001052325:2702.8316955566406, 202001052330:2708.6513061523438, 
202001052240:2645.407012939453, 202001052245:2650.1922607421875, 202001052250:2654.9775390625, 202001052255:2659.7627868652344, 202001052300:2686.0140380859375, 202001052305:2690.799285888672, 202001052310:2695.5845642089844, 202001052315:2700.3698120117188, 202001052320:2705.1550903320312, 202001052325:2709.9403381347656, 202001052330:2714.725616455078, 202001052335:2719.5108642578125, 
202001052245:2651.8380432128906, 202001052250:2656.7872924804688, 202001052255:2661.736572265625, 202001052300:2686.6044311523438, 202001052305:2691.553680419922, 202001052310:2696.502960205078, 202001052315:2701.4522094726562, 202001052320:2706.4014587402344, 202001052325:2711.3507385253906, 202001052330:2716.2999877929688, 202001052335:2721.249237060547, 202001052340:2726.198486328125, 
202001060850:1539.6972961425781, 202001060855:1545.7336730957031, 202001060900:1558.5491027832031, 202001060905:1564.58544921875, 202001060910:1570.621826171875, 202001060915:1576.6581726074219, 202001060920:1582.6945190429688, 202001060925:1588.7308654785156, 202001060930:1594.7672119140625, 202001060935:1600.8035888671875, 202001060940:1606.8399353027344, 202001060945:1612.8762817382812, 
202001060855:1541.3134460449219, 202001060900:1562.9975891113281, 202001060905:1568.3006896972656, 202001060910:1573.603759765625, 202001060915:1578.9068603515625, 202001060920:1584.2099609375, 202001060925:1589.5130615234375, 202001060930:1594.8161315917969, 202001060935:1600.1192321777344, 202001060940:1605.4223327636719, 202001060945:1610.7254333496094, 202001060950:1616.0285034179688, 
202001060900:1556.5739135742188, 202001060905:1561.947265625, 202001060910:1567.3206176757812, 202001060915:1572.6939697265625, 202001060920:1578.0673217773438, 202001060925:1583.440673828125, 202001060930:1588.8140258789062, 202001060935:1594.1873779296875, 202001060940:1599.5607299804688, 202001060945:1604.93408203125, 202001060950:1610.3074340820312, 202001060955:1615.6807861328125, 
202001060905:1551.6808166503906, 202001060910:1556.6480102539062, 202001060915:1561.6152038574219, 202001060920:1566.5823669433594, 202001060925:1571.549560546875, 202001060930:1576.5167236328125, 202001060935:1581.4839172363281, 202001060940:1586.4510803222656, 202001060945:1591.4182739257812, 202001060950:1596.3854370117188, 202001060955:1601.3526306152344, 202001061000:1626.7395324707031, 
202001060910:1568.4306335449219, 202001060915:1573.6360778808594, 202001060920:1578.8414916992188, 202001060925:1584.0469360351562, 202001060930:1589.2523498535156, 202001060935:1594.4577941894531, 202001060940:1599.6632080078125, 202001060945:1604.8686218261719, 202001060950:1610.0740661621094, 202001060955:1615.2794799804688, 202001061000:1638.47998046875, 202001061005:1643.6854248046875, 
202001060915:1555.5092163085938, 202001060920:1560.9888916015625, 202001060925:1566.4685363769531, 202001060930:1571.9482116699219, 202001060935:1577.4278564453125, 202001060940:1582.9075317382812, 202001060945:1588.3871765136719, 202001060950:1593.8668518066406, 202001060955:1599.3465270996094, 202001061000:1619.5049743652344, 202001061005:1624.9846496582031, 202001061010:1630.4642944335938, 
202001060920:1577.6407470703125, 202001060925:1581.9077453613281, 202001060930:1586.1747131347656, 202001060935:1590.4417114257812, 202001060940:1594.7086791992188, 202001060945:1598.9756469726562, 202001060950:1603.2426452636719, 202001060955:1607.5096130371094, 202001061000:1640.20947265625, 202001061005:1644.4764404296875, 202001061010:1648.7434387207031, 202001061015:1653.0104064941406, 
202001060925:1579.3151245117188, 202001060930:1583.8611755371094, 202001060935:1588.4071960449219, 202001060940:1592.9532165527344, 202001060945:1597.4992370605469, 202001060950:1602.0452880859375, 202001060955:1606.59130859375, 202001061000:1635.9065856933594, 202001061005:1640.4526062011719, 202001061010:1644.9986267089844, 202001061015:1649.544677734375, 202001061020:1654.0906982421875, 
202001060930:1584.0221557617188, 202001060935:1588.313720703125, 202001060940:1592.6053161621094, 202001060945:1596.8969116210938, 202001060950:1601.1885070800781, 202001060955:1605.4800720214844, 202001061000:1637.4785766601562, 202001061005:1641.7701721191406, 202001061010:1646.061767578125, 202001061015:1650.3533325195312, 202001061020:1654.6449279785156, 202001061025:1658.9365234375, 
202001060935:1590.9365539550781, 202001060940:1595.7629699707031, 202001060945:1600.58935546875, 202001060950:1605.415771484375, 202001060955:1610.2421569824219, 202001061000:1636.73486328125, 202001061005:1641.5612487792969, 202001061010:1646.3876647949219, 202001061015:1651.2140502929688, 202001061020:1656.0404663085938, 202001061025:1660.8668518066406, 202001061030:1665.6932678222656, 
202001060940:1600.4272155761719, 202001060945:1604.33837890625, 202001060950:1608.2495422363281, 202001060955:1612.1607055664062, 202001061000:1648.1285400390625, 202001061005:1652.0397033691406, 202001061010:1655.9508666992188, 202001061015:1659.8620300292969, 202001061020:1663.7732238769531, 202001061025:1667.6843872070312, 202001061030:1671.5955505371094, 202001061035:1675.5067138671875, 
202001060945:1605.0724792480469, 202001060950:1610.4403381347656, 202001060955:1615.8082275390625, 202001061000:1636.6078186035156, 202001061005:1641.9756774902344, 202001061010:1647.3435363769531, 202001061015:1652.7113952636719, 202001061020:1658.0792846679688, 202001061025:1663.4471435546875, 202001061030:1668.8150024414062, 202001061035:1674.182861328125, 202001061040:1679.5507202148438, 
202001060950:1606.7558898925781, 202001060955:1611.6590270996094, 202001061000:1637.3820495605469, 202001061005:1642.2851867675781, 202001061010:1647.1883239746094, 202001061015:1652.0914916992188, 202001061020:1656.99462890625, 202001061025:1661.8977661132812, 202001061030:1666.8009033203125, 202001061035:1671.7040405273438, 202001061040:1676.6072082519531, 202001061045:1681.5103454589844, 
202001060955:1610.2214050292969, 202001061000:1640.1708984375, 202001061005:1644.6707763671875, 202001061010:1649.170654296875, 202001061015:1653.6705322265625, 202001061020:1658.17041015625, 202001061025:1662.6702880859375, 202001061030:1667.170166015625, 202001061035:1671.6700439453125, 202001061040:1676.169921875, 202001061045:1680.6697998046875, 202001061050:1685.169677734375, 
202001061000:1633.8623046875, 202001061005:1638.7058715820312, 202001061010:1643.5494384765625, 202001061015:1648.3930053710938, 202001061020:1653.2366027832031, 202001061025:1658.0801696777344, 202001061030:1662.9237365722656, 202001061035:1667.7673034667969, 202001061040:1672.6108703613281, 202001061045:1677.4544372558594, 202001061050:1682.2980041503906, 202001061055:1687.1415710449219, 
202001061005:1637.4663391113281, 202001061010:1642.3089904785156, 202001061015:1647.1516418457031, 202001061020:1651.9942932128906, 202001061025:1656.8369445800781, 202001061030:1661.6795959472656, 202001061035:1666.5222473144531, 202001061040:1671.3648986816406, 202001061045:1676.2075500488281, 202001061050:1681.0502014160156, 202001061055:1685.8928527832031, 202001061100:1712.5133361816406, 
202001061010:1649.59423828125, 202001061015:1653.6895141601562, 202001061020:1657.7848205566406, 202001061025:1661.880126953125, 202001061030:1665.9754028320312, 202001061035:1670.0707092285156, 202001061040:1674.1659851074219, 202001061045:1678.2612915039062, 202001061050:1682.3565979003906, 202001061055:1686.4518737792969, 202001061100:1720.6480407714844, 202001061105:1724.7433166503906, 
202001061015:1647.1344299316406, 202001061020:1652.1205139160156, 202001061025:1657.1065979003906, 202001061030:1662.0926818847656, 202001061035:1667.0787658691406, 202001061040:1672.0648498535156, 202001061045:1677.0509338378906, 202001061050:1682.0370178222656, 202001061055:1687.0231018066406, 202001061100:1711.9892272949219, 202001061105:1716.9753112792969, 202001061110:1721.9613952636719, 
202001061020:1657.4058532714844, 202001061025:1661.5839233398438, 202001061030:1665.7619934082031, 202001061035:1669.9400634765625, 202001061040:1674.1181335449219, 202001061045:1678.2962036132812, 202001061050:1682.4742736816406, 202001061055:1686.6523132324219, 202001061100:1719.4325256347656, 202001061105:1723.610595703125, 202001061110:1727.7886657714844, 202001061115:1731.9667358398438, 
202001061025:1655.1608581542969, 202001061030:1660.7467956542969, 202001061035:1666.3327331542969, 202001061040:1671.9186706542969, 202001061045:1677.5046081542969, 202001061050:1683.0905456542969, 202001061055:1688.6764831542969, 202001061100:1707.4629516601562, 202001061105:1713.0488891601562, 202001061110:1718.6348266601562, 202001061115:1724.2207641601562, 202001061120:1729.8067016601562, 
202001061030:1658.0254821777344, 202001061035:1663.3351135253906, 202001061040:1668.6447143554688, 202001061045:1673.9543151855469, 202001061050:1679.2639465332031, 202001061055:1684.5735473632812, 202001061100:1706.7487182617188, 202001061105:1712.0583190917969, 202001061110:1717.367919921875, 202001061115:1722.6775512695312, 202001061120:1727.9871520996094, 202001061125:1733.2967834472656, 
202001061035:1667.2406921386719, 202001061040:1672.571533203125, 202001061045:1677.9023742675781, 202001061050:1683.2332153320312, 202001061055:1688.5640563964844, 202001061100:1709.6963806152344, 202001061105:1715.0272216796875, 202001061110:1720.3580627441406, 202001061115:1725.6889038085938, 202001061120:1731.0197448730469, 202001061125:1736.3505859375, 202001061130:1741.6814270019531, 
